m,TagName,
"2016-11-01 00:00:00","java","15660"
"2016-11-01 00:00:00","ruby","1759"
"2016-11-01 00:00:00","c++","6090"
"2016-11-01 00:00:00","php","11964"
"2016-11-01 00:00:00","r","3562"
"2016-11-01 00:00:00","go","476"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","swift","4367"
"2016-12-01 00:00:00","assembly","313"
"2016-12-01 00:00:00","java","13858"
"2016-12-01 00:00:00","r","3152"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","perl","338"
"2016-12-01 00:00:00","javascript","19815"
"2016-12-01 00:00:00","c","2799"
"2016-12-01 00:00:00","c#","10691"
"2016-12-01 00:00:00","php","11486"
"2016-12-01 00:00:00","go","497"
"2016-12-01 00:00:00","ruby","1628"
"2016-12-01 00:00:00","python","13059"
"2016-12-01 00:00:00","c++","5234"
"2016-12-01 00:00:00","swift","3940"
"2017-01-01 00:00:00","assembly","305"
"2017-01-01 00:00:00","c++","5651"
"2017-01-01 00:00:00","java","14579"
"2017-01-01 00:00:00","c#","11694"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","javascript","21417"
"2017-01-01 00:00:00","c","2760"
"2017-01-01 00:00:00","go","561"
"2017-01-01 00:00:00","php","12642"
"2017-01-01 00:00:00","ruby","1823"
"2017-01-01 00:00:00","perl","326"
"2017-01-01 00:00:00","swift","4345"
"2017-01-01 00:00:00","python","14286"
"2017-01-01 00:00:00","r","3493"
"2017-02-01 00:00:00","python","14786"
"2017-02-01 00:00:00","java","14580"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","javascript","21192"
"2017-02-01 00:00:00","c","2728"
"2017-02-01 00:00:00","c#","11498"
"2017-02-01 00:00:00","perl","403"
"2017-02-01 00:00:00","ruby","1627"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","c++","5171"
"2017-02-01 00:00:00","php","12516"
"2017-02-01 00:00:00","swift","4068"
"2017-02-01 00:00:00","go","554"
"2017-02-01 00:00:00","r","3681"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","assembly","374"
"2017-03-01 00:00:00","c++","6228"
"2017-03-01 00:00:00","c","2970"
"2017-03-01 00:00:00","c#","12993"
"2017-03-01 00:00:00","java","17320"
"2017-03-01 00:00:00","python","17136"
"2017-03-01 00:00:00","perl","414"
"2017-03-01 00:00:00","javascript","23722"
"2017-03-01 00:00:00","r","4604"
"2017-03-01 00:00:00","ruby","1791"
"2017-03-01 00:00:00","go","653"
"2017-03-01 00:00:00","swift","4622"
"2017-03-01 00:00:00","php","14085"
"2017-04-01 00:00:00","c#","11097"
"2017-04-01 00:00:00","c","2858"
"2017-04-01 00:00:00","c++","5884"
"2017-04-01 00:00:00","python","15648"
"2017-04-01 00:00:00","javascript","21249"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","php","12435"
"2017-04-01 00:00:00","assembly","316"
"2017-04-01 00:00:00","ruby","1489"
"2017-04-01 00:00:00","java","15939"
"2017-04-01 00:00:00","swift","3923"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","r","4264"
"2017-04-01 00:00:00","perl","371"
"2017-05-01 00:00:00","delphi","319"
"2017-05-01 00:00:00","java","16346"
"2017-05-01 00:00:00","r","4318"
"2017-05-01 00:00:00","php","13054"
"2017-05-01 00:00:00","assembly","349"
"2017-05-01 00:00:00","c","2744"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","c#","11988"
"2017-05-01 00:00:00","python","16185"
"2017-05-01 00:00:00","javascript","22397"
"2017-05-01 00:00:00","c++","5305"
"2017-05-01 00:00:00","go","586"
"2017-05-01 00:00:00","ruby","1520"
"2017-05-01 00:00:00","swift","4102"
"2017-06-01 00:00:00","javascript","21597"
"2017-06-01 00:00:00","perl","315"
"2017-06-01 00:00:00","c","2354"
"2017-06-01 00:00:00","go","575"
"2017-06-01 00:00:00","c#","11309"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c++","4691"
"2017-06-01 00:00:00","python","16031"
"2017-06-01 00:00:00","java","14629"
"2017-06-01 00:00:00","r","4450"
"2017-06-01 00:00:00","ruby","1417"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","swift","4206"
"2017-06-01 00:00:00","php","11773"
"2017-07-01 00:00:00","c#","11208"
"2017-07-01 00:00:00","javascript","21619"
"2017-07-01 00:00:00","python","16920"
"2017-07-01 00:00:00","c","2051"
"2017-07-01 00:00:00","java","14154"
"2017-07-01 00:00:00","php","11795"
"2017-07-01 00:00:00","c++","5025"
"2017-07-01 00:00:00","assembly","221"
"2017-07-01 00:00:00","swift","4355"
"2017-07-01 00:00:00","ruby","1522"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","perl","332"
"2017-07-01 00:00:00","go","657"
"2017-07-01 00:00:00","r","4586"
"2017-08-01 00:00:00","java","13759"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c#","10955"
"2017-08-01 00:00:00","c","2047"
"2017-08-01 00:00:00","python","16467"
"2017-08-01 00:00:00","go","610"
"2017-08-01 00:00:00","c++","4794"
"2017-08-01 00:00:00","javascript","21359"
"2017-08-01 00:00:00","ruby","1394"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","swift","4189"
"2017-08-01 00:00:00","r","4572"
"2017-08-01 00:00:00","php","11665"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c#","9876"
"2017-09-01 00:00:00","c","2101"
"2017-09-01 00:00:00","python","15455"
"2017-09-01 00:00:00","java","12761"
"2017-09-01 00:00:00","delphi","262"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","c++","4475"
"2017-09-01 00:00:00","perl","298"
"2017-09-01 00:00:00","javascript","19001"
"2017-09-01 00:00:00","r","4224"
"2017-09-01 00:00:00","ruby","1222"
"2017-09-01 00:00:00","php","10703"
"2017-09-01 00:00:00","swift","3780"
"2017-10-01 00:00:00","javascript","19877"
"2017-10-01 00:00:00","c","2785"
"2017-10-01 00:00:00","c#","10236"
"2017-10-01 00:00:00","php","10839"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","assembly","333"
"2017-10-01 00:00:00","go","618"
"2017-10-01 00:00:00","python","16951"
"2017-10-01 00:00:00","java","14025"
"2017-10-01 00:00:00","ruby","1299"
"2017-10-01 00:00:00","c++","5222"
"2017-10-01 00:00:00","r","4544"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","swift","3906"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","java","14192"
"2017-11-01 00:00:00","r","4513"
"2017-11-01 00:00:00","php","10608"
"2017-11-01 00:00:00","assembly","383"
"2017-11-01 00:00:00","c","2956"
"2017-11-01 00:00:00","perl","265"
"2017-11-01 00:00:00","c#","9800"
"2017-11-01 00:00:00","python","16997"
"2017-11-01 00:00:00","javascript","19419"
"2017-11-01 00:00:00","c++","5039"
"2017-11-01 00:00:00","go","655"
"2017-11-01 00:00:00","ruby","1177"
"2017-11-01 00:00:00","swift","3677"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c++","4462"
"2017-12-01 00:00:00","c#","8616"
"2017-12-01 00:00:00","java","11988"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","javascript","16986"
"2017-12-01 00:00:00","go","529"
"2017-12-01 00:00:00","c","2199"
"2017-12-01 00:00:00","php","9148"
"2017-12-01 00:00:00","ruby","1021"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","swift","3208"
"2017-12-01 00:00:00","python","14948"
"2017-12-01 00:00:00","r","3719"
"2018-01-01 00:00:00","python","16246"
"2018-01-01 00:00:00","assembly","253"
"2018-01-01 00:00:00","java","12358"
"2018-01-01 00:00:00","javascript","18919"
"2018-01-01 00:00:00","c#","9387"
"2018-01-01 00:00:00","c","2220"
"2018-01-01 00:00:00","c++","4760"
"2018-01-01 00:00:00","ruby","1163"
"2018-01-01 00:00:00","swift","3757"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","php","10133"
"2018-01-01 00:00:00","go","545"
"2018-01-01 00:00:00","r","4199"
"2018-02-01 00:00:00","java","12044"
"2018-02-01 00:00:00","delphi","214"
"2018-02-01 00:00:00","assembly","283"
"2018-02-01 00:00:00","c#","8586"
"2018-02-01 00:00:00","c","2148"
"2018-02-01 00:00:00","python","16328"
"2018-02-01 00:00:00","go","582"
"2018-02-01 00:00:00","c++","4569"
"2018-02-01 00:00:00","javascript","17225"
"2018-02-01 00:00:00","ruby","1031"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","swift","3416"
"2018-02-01 00:00:00","r","4507"
"2018-02-01 00:00:00","php","9142"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","javascript","19167"
"2018-03-01 00:00:00","c#","9796"
"2018-03-01 00:00:00","c","2470"
"2018-03-01 00:00:00","python","17906"
"2018-03-01 00:00:00","c++","5189"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","611"
"2018-03-01 00:00:00","perl","289"
"2018-03-01 00:00:00","ruby","1063"
"2018-03-01 00:00:00","java","13582"
"2018-03-01 00:00:00","php","9844"
"2018-03-01 00:00:00","r","5106"
"2018-03-01 00:00:00","swift","4065"
"2018-04-01 00:00:00","java","13498"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2192"
"2018-04-01 00:00:00","c#","9252"
"2018-04-01 00:00:00","javascript","17968"
"2018-04-01 00:00:00","php","8944"
"2018-04-01 00:00:00","c++","4663"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","perl","254"
"2018-04-01 00:00:00","python","16982"
"2018-04-01 00:00:00","r","4736"
"2018-04-01 00:00:00","go","622"
"2018-04-01 00:00:00","ruby","989"
"2018-04-01 00:00:00","swift","3579"
"2018-05-01 00:00:00","assembly","296"
"2018-05-01 00:00:00","c#","9934"
"2018-05-01 00:00:00","c++","4689"
"2018-05-01 00:00:00","python","17580"
"2018-05-01 00:00:00","go","635"
"2018-05-01 00:00:00","javascript","18076"
"2018-05-01 00:00:00","c","2373"
"2018-05-01 00:00:00","java","13480"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","ruby","1034"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","swift","3628"
"2018-05-01 00:00:00","php","9486"
"2018-05-01 00:00:00","r","4734"
"2018-06-01 00:00:00","c","1838"
"2018-06-01 00:00:00","c#","8793"
"2018-06-01 00:00:00","assembly","206"
"2018-06-01 00:00:00","c++","4103"
"2018-06-01 00:00:00","java","11804"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","perl","239"
"2018-06-01 00:00:00","javascript","17197"
"2018-06-01 00:00:00","r","4488"
"2018-06-01 00:00:00","go","676"
"2018-06-01 00:00:00","php","8447"
"2018-06-01 00:00:00","python","16810"
"2018-06-01 00:00:00","ruby","992"
"2018-06-01 00:00:00","swift","3155"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","java","11772"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c#","9415"
"2018-07-01 00:00:00","go","693"
"2018-07-01 00:00:00","c","1603"
"2018-07-01 00:00:00","perl","245"
"2018-07-01 00:00:00","python","17932"
"2018-07-01 00:00:00","r","4407"
"2018-07-01 00:00:00","javascript","17809"
"2018-07-01 00:00:00","php","8568"
"2018-07-01 00:00:00","c++","3918"
"2018-07-01 00:00:00","ruby","942"
"2018-07-01 00:00:00","swift","3677"
"2018-08-01 00:00:00","assembly","181"
"2018-08-01 00:00:00","c#","9528"
"2018-08-01 00:00:00","python","17818"
"2018-08-01 00:00:00","c","1691"
"2018-08-01 00:00:00","java","11370"
"2018-08-01 00:00:00","delphi","205"
"2018-08-01 00:00:00","c++","3930"
"2018-08-01 00:00:00","go","710"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","javascript","17921"
"2018-08-01 00:00:00","ruby","881"
"2018-08-01 00:00:00","php","8537"
"2018-08-01 00:00:00","r","4129"
"2018-08-01 00:00:00","swift","3595"
"2018-09-01 00:00:00","c#","8409"
"2018-09-01 00:00:00","c++","3771"
"2018-09-01 00:00:00","python","16079"
"2018-09-01 00:00:00","c","1857"
"2018-09-01 00:00:00","assembly","261"
"2018-09-01 00:00:00","javascript","16083"
"2018-09-01 00:00:00","delphi","182"
"2018-09-01 00:00:00","go","678"
"2018-09-01 00:00:00","perl","207"
"2018-09-01 00:00:00","php","7740"
"2018-09-01 00:00:00","java","10824"
"2018-09-01 00:00:00","ruby","780"
"2018-09-01 00:00:00","r","3793"
"2018-09-01 00:00:00","swift","3153"
"2018-10-01 00:00:00","delphi","226"
"2018-10-01 00:00:00","java","12624"
"2018-10-01 00:00:00","php","8266"
"2018-10-01 00:00:00","r","4387"
"2018-10-01 00:00:00","c#","9382"
"2018-10-01 00:00:00","c","2480"
"2018-10-01 00:00:00","c++","4343"
"2018-10-01 00:00:00","assembly","327"
"2018-10-01 00:00:00","go","796"
"2018-10-01 00:00:00","javascript","17520"
"2018-10-01 00:00:00","ruby","904"
"2018-10-01 00:00:00","perl","280"
"2018-10-01 00:00:00","swift","3291"
"2018-10-01 00:00:00","python","18251"
"2018-11-01 00:00:00","javascript","16252"
"2018-11-01 00:00:00","go","720"
"2018-11-01 00:00:00","python","18106"
"2018-11-01 00:00:00","c","2558"
"2018-11-01 00:00:00","c#","8525"
"2018-11-01 00:00:00","assembly","308"
"2018-11-01 00:00:00","java","11809"
"2018-11-01 00:00:00","c++","4391"
"2018-11-01 00:00:00","perl","238"
"2018-11-01 00:00:00","ruby","836"
"2018-11-01 00:00:00","delphi","181"
"2018-11-01 00:00:00","swift","2997"
"2018-11-01 00:00:00","r","4255"
"2018-11-01 00:00:00","php","7165"
"2018-12-01 00:00:00","javascript","14284"
"2018-12-01 00:00:00","java","10441"
"2018-12-01 00:00:00","c#","7560"
"2018-12-01 00:00:00","c","2196"
"2018-12-01 00:00:00","php","6220"
"2018-12-01 00:00:00","python","15734"
"2018-12-01 00:00:00","c++","3559"
"2018-12-01 00:00:00","assembly","220"
"2018-12-01 00:00:00","ruby","808"
"2018-12-01 00:00:00","delphi","175"
"2018-12-01 00:00:00","swift","2789"
"2018-12-01 00:00:00","perl","221"
"2018-12-01 00:00:00","go","658"
"2018-12-01 00:00:00","r","3401"
"2019-01-01 00:00:00","delphi","215"
"2019-01-01 00:00:00","java","11031"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c#","8764"
"2019-01-01 00:00:00","go","665"
"2019-01-01 00:00:00","c","2288"
"2019-01-01 00:00:00","perl","266"
"2019-01-01 00:00:00","python","16946"
"2019-01-01 00:00:00","r","3949"
"2019-01-01 00:00:00","javascript","16020"
"2019-01-01 00:00:00","php","7194"
"2019-01-01 00:00:00","c++","3906"
"2019-01-01 00:00:00","ruby","917"
"2019-01-01 00:00:00","swift","2911"
"2019-02-01 00:00:00","assembly","225"
"2019-02-01 00:00:00","c#","8358"
"2019-02-01 00:00:00","python","17528"
"2019-02-01 00:00:00","c","2057"
"2019-02-01 00:00:00","java","11005"
"2019-02-01 00:00:00","delphi","189"
"2019-02-01 00:00:00","c++","3737"
"2019-02-01 00:00:00","go","632"
"2019-02-01 00:00:00","perl","252"
"2019-02-01 00:00:00","javascript","15702"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","php","7296"
"2019-02-01 00:00:00","r","4255"
"2019-02-01 00:00:00","swift","2693"
"2019-03-01 00:00:00","java","12052"
"2019-03-01 00:00:00","c++","4424"
"2019-03-01 00:00:00","delphi","187"
"2019-03-01 00:00:00","assembly","274"
"2019-03-01 00:00:00","javascript","17328"
"2019-03-01 00:00:00","c","2385"
"2019-03-01 00:00:00","c#","8965"
"2019-03-01 00:00:00","php","7797"
"2019-03-01 00:00:00","go","725"
"2019-03-01 00:00:00","perl","232"
"2019-03-01 00:00:00","python","19902"
"2019-03-01 00:00:00","r","4496"
"2019-03-01 00:00:00","ruby","844"
"2019-03-01 00:00:00","swift","2959"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","javascript","16184"
"2019-04-01 00:00:00","assembly","305"
"2019-04-01 00:00:00","c#","9131"
"2019-04-01 00:00:00","php","7176"
"2019-04-01 00:00:00","c++","4377"
"2019-04-01 00:00:00","c","2431"
"2019-04-01 00:00:00","go","655"
"2019-04-01 00:00:00","java","11175"
"2019-04-01 00:00:00","swift","3088"
"2019-04-01 00:00:00","python","19827"
"2019-04-01 00:00:00","ruby","768"
"2019-04-01 00:00:00","perl","207"
"2019-04-01 00:00:00","r","4600"
"2019-05-01 00:00:00","c#","9031"
"2019-05-01 00:00:00","assembly","237"
"2019-05-01 00:00:00","c","2096"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","javascript","16148"
"2019-05-01 00:00:00","perl","222"
"2019-05-01 00:00:00","java","11114"
"2019-05-01 00:00:00","go","675"
"2019-05-01 00:00:00","c++","4127"
"2019-05-01 00:00:00","php","6959"
"2019-05-01 00:00:00","r","4294"
"2019-05-01 00:00:00","python","18914"
"2019-05-01 00:00:00","swift","3116"
"2019-05-01 00:00:00","ruby","759"
"2019-06-01 00:00:00","java","9653"
"2019-06-01 00:00:00","javascript","14821"
"2019-06-01 00:00:00","c#","7610"
"2019-06-01 00:00:00","go","530"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","php","6019"
"2019-06-01 00:00:00","c++","3646"
"2019-06-01 00:00:00","c","1727"
"2019-06-01 00:00:00","python","17242"
"2019-06-01 00:00:00","perl","236"
"2019-06-01 00:00:00","ruby","704"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","swift","3098"
"2019-06-01 00:00:00","r","3953"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c++","4266"
"2019-07-01 00:00:00","c","1758"
"2019-07-01 00:00:00","c#","8451"
"2019-07-01 00:00:00","java","10850"
"2019-07-01 00:00:00","python","19769"
"2019-07-01 00:00:00","perl","237"
"2019-07-01 00:00:00","javascript","16165"
"2019-07-01 00:00:00","r","4206"
"2019-07-01 00:00:00","ruby","758"
"2019-07-01 00:00:00","go","636"
"2019-07-01 00:00:00","swift","3048"
"2019-07-01 00:00:00","php","6678"
"2019-08-01 00:00:00","c#","7719"
"2019-08-01 00:00:00","c","1555"
"2019-08-01 00:00:00","c++","3298"
"2019-08-01 00:00:00","python","18053"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","636"
"2019-08-01 00:00:00","javascript","15234"
"2019-08-01 00:00:00","assembly","168"
"2019-08-01 00:00:00","php","5817"
"2019-08-01 00:00:00","java","9102"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","perl","194"
"2019-08-01 00:00:00","swift","2554"
"2019-08-01 00:00:00","r","3954"
"2019-09-01 00:00:00","java","9685"
"2019-09-01 00:00:00","c","2007"
"2019-09-01 00:00:00","c#","7847"
"2019-09-01 00:00:00","assembly","220"
"2019-09-01 00:00:00","javascript","14892"
"2019-09-01 00:00:00","c++","3780"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","php","5579"
"2019-09-01 00:00:00","go","622"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","python","16889"
"2019-09-01 00:00:00","r","3945"
"2019-09-01 00:00:00","ruby","720"
"2019-09-01 00:00:00","swift","2562"
"2019-10-01 00:00:00","c#","8418"
"2019-10-01 00:00:00","assembly","316"
"2019-10-01 00:00:00","c++","4840"
"2019-10-01 00:00:00","python","20466"
"2019-10-01 00:00:00","javascript","15993"
"2019-10-01 00:00:00","go","641"
"2019-10-01 00:00:00","c","2483"
"2019-10-01 00:00:00","delphi","153"
"2019-10-01 00:00:00","java","11229"
"2019-10-01 00:00:00","perl","209"
"2019-10-01 00:00:00","ruby","850"
"2019-10-01 00:00:00","php","6092"
"2019-10-01 00:00:00","swift","3107"
"2019-10-01 00:00:00","r","4385"
"2019-11-01 00:00:00","assembly","282"
"2019-11-01 00:00:00","c","2516"
"2019-11-01 00:00:00","c#","8033"
"2019-11-01 00:00:00","c++","4734"
"2019-11-01 00:00:00","perl","223"
"2019-11-01 00:00:00","java","10338"
"2019-11-01 00:00:00","delphi","172"
"2019-11-01 00:00:00","javascript","15758"
"2019-11-01 00:00:00","php","6099"
"2019-11-01 00:00:00","r","4293"
"2019-11-01 00:00:00","go","609"
"2019-11-01 00:00:00","python","20625"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2893"
"2019-12-01 00:00:00","assembly","246"
"2019-12-01 00:00:00","delphi","128"
"2019-12-01 00:00:00","java","9057"
"2019-12-01 00:00:00","c#","7220"
"2019-12-01 00:00:00","go","621"
"2019-12-01 00:00:00","python","18134"
"2019-12-01 00:00:00","c","2153"
"2019-12-01 00:00:00","c++","4209"
"2019-12-01 00:00:00","perl","158"
"2019-12-01 00:00:00","ruby","668"
"2019-12-01 00:00:00","javascript","14320"
"2019-12-01 00:00:00","swift","2678"
"2019-12-01 00:00:00","r","3745"
"2019-12-01 00:00:00","php","5247"
"2020-01-01 00:00:00","assembly","228"
"2020-01-01 00:00:00","c#","7822"
"2020-01-01 00:00:00","c","2053"
"2020-01-01 00:00:00","python","20013"
"2020-01-01 00:00:00","java","9989"
"2020-01-01 00:00:00","delphi","166"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","c++","4243"
"2020-01-01 00:00:00","r","4153"
"2020-01-01 00:00:00","go","652"
"2020-01-01 00:00:00","ruby","764"
"2020-01-01 00:00:00","javascript","16048"
"2020-01-01 00:00:00","swift","2907"
"2020-01-01 00:00:00","php","5920"
"2020-02-01 00:00:00","c#","7727"
"2020-02-01 00:00:00","c","1991"
"2020-02-01 00:00:00","c++","4103"
"2020-02-01 00:00:00","python","20079"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","665"
"2020-02-01 00:00:00","javascript","15779"
"2020-02-01 00:00:00","assembly","270"
"2020-02-01 00:00:00","php","5704"
"2020-02-01 00:00:00","java","10073"
"2020-02-01 00:00:00","ruby","654"
"2020-02-01 00:00:00","perl","180"
"2020-02-01 00:00:00","swift","2766"
"2020-02-01 00:00:00","r","4692"
"2020-03-01 00:00:00","java","11092"
"2020-03-01 00:00:00","go","658"
"2020-03-01 00:00:00","c","2494"
"2020-03-01 00:00:00","delphi","168"
"2020-03-01 00:00:00","c#","7801"
"2020-03-01 00:00:00","python","22759"
"2020-03-01 00:00:00","c++","4657"
"2020-03-01 00:00:00","assembly","297"
"2020-03-01 00:00:00","javascript","17601"
"2020-03-01 00:00:00","perl","199"
"2020-03-01 00:00:00","r","5125"
"2020-03-01 00:00:00","php","5702"
"2020-03-01 00:00:00","swift","2926"
"2020-03-01 00:00:00","ruby","712"
"2020-04-01 00:00:00","java","12668"
"2020-04-01 00:00:00","assembly","378"
"2020-04-01 00:00:00","c++","6236"
"2020-04-01 00:00:00","c#","8609"
"2020-04-01 00:00:00","c","3255"
"2020-04-01 00:00:00","delphi","232"
"2020-04-01 00:00:00","javascript","20962"
"2020-04-01 00:00:00","go","803"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","php","6685"
"2020-04-01 00:00:00","ruby","769"
"2020-04-01 00:00:00","python","27697"
"2020-04-01 00:00:00","swift","3464"
"2020-04-01 00:00:00","r","6175"
"2020-05-01 00:00:00","java","12081"
"2020-05-01 00:00:00","c#","8626"
"2020-05-01 00:00:00","assembly","355"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","c","3383"
"2020-05-01 00:00:00","javascript","21533"
"2020-05-01 00:00:00","go","765"
"2020-05-01 00:00:00","c++","6439"
"2020-05-01 00:00:00","php","6574"
"2020-05-01 00:00:00","python","29540"
"2020-05-01 00:00:00","perl","215"
"2020-05-01 00:00:00","ruby","697"
"2020-05-01 00:00:00","r","6021"
"2020-05-01 00:00:00","swift","3534"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","java","10858"
"2020-06-01 00:00:00","c++","5639"
"2020-06-01 00:00:00","c","2601"
"2020-06-01 00:00:00","php","5970"
"2020-06-01 00:00:00","assembly","329"
"2020-06-01 00:00:00","c#","7922"
"2020-06-01 00:00:00","go","711"
"2020-06-01 00:00:00","javascript","19891"
"2020-06-01 00:00:00","perl","199"
"2020-06-01 00:00:00","python","27186"
"2020-06-01 00:00:00","r","5448"
"2020-06-01 00:00:00","ruby","615"
"2020-06-01 00:00:00","swift","3181"
"2020-07-01 00:00:00","delphi","194"
"2020-07-01 00:00:00","java","10490"
"2020-07-01 00:00:00","javascript","19944"
"2020-07-01 00:00:00","c++","5182"
"2020-07-01 00:00:00","c#","7833"
"2020-07-01 00:00:00","assembly","274"
"2020-07-01 00:00:00","c","2106"
"2020-07-01 00:00:00","python","26346"
"2020-07-01 00:00:00","php","5988"
"2020-07-01 00:00:00","r","4941"
"2020-07-01 00:00:00","go","648"
"2020-07-01 00:00:00","ruby","698"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","swift","3002"
"2020-08-01 00:00:00","delphi","182"
"2020-08-01 00:00:00","javascript","18103"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","java","9372"
"2020-08-01 00:00:00","assembly","265"
"2020-08-01 00:00:00","c#","7099"
"2020-08-01 00:00:00","r","4507"
"2020-08-01 00:00:00","c","1898"
"2020-08-01 00:00:00","python","23145"
"2020-08-01 00:00:00","php","5017"
"2020-08-01 00:00:00","c++","4795"
"2020-08-01 00:00:00","go","716"
"2020-08-01 00:00:00","ruby","554"
"2020-08-01 00:00:00","swift","2702"
"2020-09-01 00:00:00","java","8990"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","c","2174"
"2020-09-01 00:00:00","c#","6486"
"2020-09-01 00:00:00","javascript","16831"
"2020-09-01 00:00:00","assembly","297"
"2020-09-01 00:00:00","c++","3944"
"2020-09-01 00:00:00","go","735"
"2020-09-01 00:00:00","r","4771"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","ruby","516"
"2020-09-01 00:00:00","python","21854"
"2020-09-01 00:00:00","swift","2580"
"2020-09-01 00:00:00","php","4804"
"2020-10-01 00:00:00","c#","6220"
"2020-10-01 00:00:00","c++","4343"
"2020-10-01 00:00:00","python","22889"
"2020-10-01 00:00:00","assembly","345"
"2020-10-01 00:00:00","java","8991"
"2020-10-01 00:00:00","c","2391"
"2020-10-01 00:00:00","go","597"
"2020-10-01 00:00:00","javascript","16514"
"2020-10-01 00:00:00","delphi","182"
"2020-10-01 00:00:00","ruby","497"
"2020-10-01 00:00:00","r","5078"
"2020-10-01 00:00:00","swift","2361"
"2020-10-01 00:00:00","perl","172"
"2020-10-01 00:00:00","php","4620"
"2020-11-01 00:00:00","c","2722"
"2020-11-01 00:00:00","delphi","194"
"2020-11-01 00:00:00","go","543"
"2020-11-01 00:00:00","javascript","15600"
"2020-11-01 00:00:00","java","8556"
"2020-11-01 00:00:00","c#","6010"
"2020-11-01 00:00:00","assembly","379"
"2020-11-01 00:00:00","python","22305"
"2020-11-01 00:00:00","perl","151"
"2020-11-01 00:00:00","c++","4352"
"2020-11-01 00:00:00","php","4670"
"2020-11-01 00:00:00","ruby","507"
"2020-11-01 00:00:00","r","4824"
"2020-11-01 00:00:00","swift","2182"
"2020-12-01 00:00:00","delphi","209"
